school,county
EAST LAKE ELEMENTARY,ORANGE
FAITH CHRISTIAN ACADEMY,ORANGE
FORSYTH WOODS ELEMENTARY,ORANGE
LAKE SILVER ELEMENTARY,ORANGE
LAKE SYBELIA ELEMENTARY,ORANGE
ORLANDO JUNIOR ACADEMY,ORANGE
RANDALL ACADEMY,ORANGE
REGENCY CHRISTIAN ACADEMY,ORANGE
SHENANDOAH ELEMENTARY,ORANGE
UCP EAST CHARTER,ORANGE
VENTURA ELEMENTARY,ORANGE
WASHINGTON SHORES ELEMENTARY,ORANGE
KINGDOM KIDS CHRISTIAN ACADEMY,OSCEOLA
MATER ACADEMY PREPARATORY HIGH SCHOOL.,OSCEOLA
MATER PALMS ACADEMY,OSCEOLA
UCP OSCEOLA CHARTER SCHOOL,OSCEOLA
ATLANTIS ACADEMY,PALM BEACH
BELLE GLADE ELEMENTARY SCHOOL,PALM BEACH
BRIDGEPREP ACADEMY OF PALM BEACH,PALM BEACH
FRANKLIN ACADEMY- PALM BEACH GARDENS,PALM BEACH
FUSION ACADEMY BOCA RATON,PALM BEACH
INDIAN PINES ELEMENTARY SCHOOL,PALM BEACH
INDIAN RIDGE SCHOOL,PALM BEACH
LEARNING WONDERLAND PRESCHOOL,PALM BEACH
MELALEUCA ELEMENTARY SCHOOL,PALM BEACH
NORTHMORE ELEMENTARY SCHOOL,PALM BEACH
PAHOKEE MIDDLE-SENIOR HIGH,PALM BEACH
PARK VISTA HIGH ADULT EDUCATION,PALM BEACH
PIERCE HAMMOCK ELEMENTARY SCHOOL,PALM BEACH
PIONEER PARK ELEMENTARY SCHOOL,PALM BEACH
PLEASANT CITY ELEMENTARY SCHOOL,PALM BEACH
RENAISSANCE CHARTER,PALM BEACH
SAINT JOSEPH'S EPISCOPAL SCHOOL,PALM BEACH
SOMERSET ACADEMY JFK CHARTER SCHOOL,PALM BEACH
SUNRISE PARK ELEMENTARY SCHOOL,PALM BEACH
THE WEISS SCHOOL,PALM BEACH
COUNTRYSIDE MONTESSORI ACADEMY,PASCO
GULF TRACE ELEMENTARY SCHOOL,PASCO
OAKSTEAD ELEMENTARY SCHOOL,PASCO
PINECREST ACADEMY WESLEY CHAPEL,PASCO
BAY VISTA FUNDAMENTAL ELEMENTARY SCHOOL,PINELLAS
FIRST LUTHERAN SCHOOL,PINELLAS
HIGHLAND LAKES ELEMENTARY SCHOOL,PINELLAS
JOHN HOPKINS MIDDLE SCHOOL,PINELLAS
LAKESIDE CHRISTIAN SCHOOL,PINELLAS
MAXIMO ELEMENTARY SCHOOL,PINELLAS
MT. MORIAH CHRISTIAN FUNDAMENTAL ACADEMY,PINELLAS
PLATO ACADEMY LARGO CHARTER SCHOOL,PINELLAS
PLUMB ELEMENTARY SCHOOL,PINELLAS
SAFETY HARBOR MONTESSORI ACADEMY,PINELLAS
SEVENTY-FOURTH ST. ELEMENTARY,PINELLAS
WOODLAWN ELEMENTARY SCHOOL,PINELLAS
JEWETT SCHOOL OF THE ARTS,POLK
LAUREL ELEMENTARY SCHOOL,POLK
LINCOLN AVENUE ACADEMY,POLK
PHILIP O'BRIEN ELEMENTARY SCHOOL,POLK
ROCHELLE SCHOOL OF THE ARTS,POLK
SAINT PAUL LUTHERAN SCHOOL,POLK
VICTORY RIDGE ACADEMY,POLK
WINSTON ACADEMY OF ENGINEERING,POLK
SCHOOL OF THE HEIGHTS,PUTNAM
HOLLEY-NAVARRE MIDDLE SCHOOL,SANTA ROSA
LEARNING ACADEMY OF SANTA ROSA,SANTA ROSA
ACHIEVEMENT CENTER OF SARASOTA THE,SARASOTA
BEYOND THE SPECTRUM EDUCATION CENTER,SARASOTA
BRENTWOOD ELEMENTARY SCHOOL,SARASOTA
ELEVATION PREPARATORY ACADEMY,SARASOTA
EMMA E. BOOKER ELEMENTARY SCHOOL,SARASOTA
FRUITVILLE ELEMENTARY SCHOOL,SARASOTA
GARDEN ELEMENTARY SCHOOL,SARASOTA
IMAGINE SCHOOL AT PALMER RANCH,SARASOTA
SKY ACADEMY ENGLEWOOD,SARASOTA
CENTRAL FLORIDA ACADEMY OF THE ARTS,SEMINOLE
GENEVA ELEMENTARY SCHOOL,SEMINOLE
RAINBOW ELEMENTARY SCHOOL,SEMINOLE
RED BUG ELEMENTARY SCHOOL,SEMINOLE
SCPS CONSEQUENCE UNIT,SEMINOLE
THE MASTER'S ACADEMY,SEMINOLE
TUSKAWILLA MIDDLE SCHOOL,SEMINOLE
WALKER ELEMENTARY SCHOOL,SEMINOLE
WICKLOW ELEMENTARY SCHOOL,SEMINOLE
CATHEDRAL PARISH SCHOOL,ST. JOHNS
THE BROACH SCHOOL,ST. JOHNS
CLUB MED ACADEMIES,ST. LUCIE
FLORIDA STATE CHRISTIAN ACADEMY,ST. LUCIE
OAK HAMMOCK K-8 SCHOOL,ST. LUCIE
WILDWOOD MIDDLE/ HIGH SCHOOL,SUMTER
ADULT EDUCATION CENTER,UNKNOWN
ALCO LEARNING CENTER,UNKNOWN
ARCHIMEDEAN SCHOOL,UNKNOWN
BUIQUI AEROSPACE CORP.,UNKNOWN
DIVINE SAVIOR ACADEMY,UNKNOWN
HILLSBOROUGH - CENTRAL BAPTIST CHRISTIAN SCHOOL,UNKNOWN
HILLSBOROUGH - MARTINEZ MIDDLE SCHOOL,UNKNOWN
HIS HOUSE ACADEMY,UNKNOWN
K-8 LEENWOOD,UNKNOWN
NORTH LAKE ELEMENTARY,UNKNOWN
PALM BEACH - THE KING'S ACADEMY,UNKNOWN
PALM BEACH SCHOOL DISTRICT,UNKNOWN
RENNIANCE CHARTER,UNKNOWN
RIVERVIEW HIGHSCHOOL,UNKNOWN
SEA BREEZE ELEMENTARY,UNKNOWN
ST CHRISTOPHER MONTESSORI SCHOOL,UNKNOWN
ST LOUIS CATHOLIC SCHOOL,UNKNOWN
ST. BRENDAN ELEMENTARY SCHOOL,UNKNOWN
TICE ELEMENTARY,UNKNOWN
UNDISCLOSED,UNKNOWN
BURNS SCIENCE AND TECHNOLOGY CHARTER SCHOOL,VOLUSIA
FIRST PRESBYTERIAN SCHOOL,VOLUSIA
WAKULLA CHRISTIAN SCHOOL,WAKULLA
GRACE AND GLORY CHRISTIAN SCHOOL,WASHINGTON
KEISER UNIVERSITY - ORLANDO CAMPUS,BREVARD
NOVA SOUTHEASTERN UNIVERSITY- OCEANOGRAPHIC CENTER CAMPUS,BROWARD
SHERIDEN TECHNICAL COLLEGE,BROWARD
SOUTHEASTERN UNIVERSITY - CHRISTIAN LIFE CENTER,BROWARD
ADF AIRWAYS MIAMI FLIGHT SCHOOL,MIAMI-DADE
JOSE DE DIEGO MIDDLE SCHOOL,MIAMI-DADE
NOUVELLE INSTITUTE,MIAMI-DADE
THE PRAXIS INSTITUTE,MIAMI-DADE
UNIVERSITY OF ST. AUGUSTINE,MIAMI-DADE
URBE UNIVERSITY,MIAMI-DADE
PASCO HERNANDO STATE COLLEGE - NORTH CAMPUS,HERNANDO
LAKE-SUMTER STATE COLLEGE,LAKE
FLORIDA AGRICULTURE & MECHANICAL UNIVERSITY,LEON
FULL SAIL,ORANGE
MARINE MECHANICS INSTITUTE,ORANGE
EVERGLADES UNIVERSITY,PALM BEACH
FLORIDA ATLANTIC UNIVERSITY- JOHN D. MACARTHUR CAMPUS,PALM BEACH
KEISER UNIVERSITY - NEW PORT RICHEY CAMPUS,PASCO
KEISER UNIVERSITY - CLEARWATER CAMPUS,PINELLAS
SPC- HEALTH EDUCATION CENTER,PINELLAS
SEMINOLE STATE COLLEGE OF FLORIDA- OVIEDO CAMPUS,SEMINOLE
AVIATION INSTITUTE OF MAINTENANC,UNKNOWN
CORTIVA INSTITUE,UNKNOWN
EAST LAKE ELEMENTART,UNKNOWN
FORT MYERS TECHNICAL COLLEGE,UNKNOWN
KAISER UNIVERSITY,UNKNOWN
LAKE TECHNICAL COLLEGE,UNKNOWN
MARIANO MORENO CULINARY INSTITUTE,UNKNOWN
NASA,UNKNOWN
NOVA SOUTHEASTERN UNIVERSITY- EAST CAMPUS,UNKNOWN
OSCELOA,UNKNOWN
PARKWAY MIDDLE SCHOOL,UNKNOWN
PRE-SCHOOL TEACHER,UNKNOWN
SIGMA PI FRATERNITY AT FLORIDA STATE UNIVERSITY,UNKNOWN
UNIVERISTY GREENS,UNKNOWN
WILDWOOD AT FLORIDA STATE UNIVERSITY,UNKNOWN
WYNNBROOK ELEMENTARY SCHOOL,UNKNOWN
DAYTONA STATE COLLEGE- ADVANCED TECHNOLOGY CENTER,VOLUSIA
EXPRESSIONS LEARNING ARTS ACADEMY,ALACHUA
FORT CLARKE MIDDLE SCHOOL,ALACHUA
NORTON ELEMENTARY SCHOOL,ALACHUA
W TRAVIS LOFTEN HIGH SCHOOL,ALACHUA
WILLIAM S. TALBOT ELEM SCHOOL,ALACHUA
KALEIDOSCOPE SCHOOL OF DISCOVERY,BAY
BRIGHT HORIZONS ACADEMY,BREVARD
EDUCATIONAL HORIZONS CHARTER,BREVARD
LAKE FERN MONTESSORI ACADEMY,BREVARD
PINECREST ACADEMY SPACE COAST,BREVARD
RONALD MCNAIR MAGNET MIDDLE SCHOOL,BREVARD
TEMPLE CHRISTIAN SCHOOL,BREVARD
THE SONDER ACADEMY,BREVARD
THOMAS JEFFERSON MIDDLE SCHOOL,BREVARD
ANDREWS HIGH SCHOOL,BROWARD
ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS,BROWARD
BRIDGEPREP ACADEMY BROWARD COUNTY,BROWARD
BRIDGEPREP ACADEMY OF BROWARD K-8,BROWARD
BRIDGEPREP ACADEMY OF HOLLYWOOD HILLS,BROWARD
CAMBRIDGE INTERNATIONAL ACADEMY,BROWARD
CENTER ACADEMY-CORAL SPRINGS,BROWARD
CHAMPIONSHIP ACADEMY OF DISTINCTION HIGH SCHOOL,BROWARD
CRYSTAL LAKE MIDDLE SCHOOL,BROWARD
DICKENS SANOMI ACADEMY,BROWARD
"DR. MARTIN LUTHER KING, JR. MONTESSORI ACADEMY",BROWARD
ECOKIDS BILINGUAL PRESCHOOLS,BROWARD
GREENTREE PREPARATORY CHARTER SCHOOL,BROWARD
IMAGINE CHARTER SCHOOL AT NORTH LAUDERDALE ELEMENTARY,BROWARD
NEW GENERATION MONTESSORI CHILDRENS ACADEMY,BROWARD
NUR UL-ISLAM ACADEMY,BROWARD
PLANTATION UNITED METHODIST CHURCH,BROWARD
POMPANO BEACH ELEMENTARY SCHOOL,BROWARD
POMPANO BEACH MIDDLE SCHOOL,BROWARD
SHOWERS OF BLESSINGS CHRISTIAN ACADEMY,BROWARD
SOMERSET ACADEMY POMPANO (K-5) (POMPANO BEACH,BROWARD
WILLIAM DANDY MIDDLE SCHOOL,BROWARD
CHARLOTTE HARBOR SCHOOL,CHARLOTTE
PEACE RIVER ELEMENTARY SCHOOL,CHARLOTTE
REDEEMER LUTHERAN SCHOOL,CHARLOTTE
CITRUS SPRINGS MIDDLE SCHOOL,CITRUS
GRACE EPISCOPAL DAY SCHOOL,CLAY
GROVE PARK ELEMENTARY SCHOOL,CLAY
ST. JOHNS COUNTRY DAY SCHOOL,CLAY
GULFVIEW MIDDLE SCHOOL,COLLIER
HERBERT CAMBRIDGE ELEMENTARY SCHOOL,COLLIER
MONTESSORI ACADEMY OF NAPLES,COLLIER
SAINT ELIZABETH ANN SETON,COLLIER
SEACREST COUNTRY DAY SCHOOL,COLLIER
TOMMIE BARFIELD ELEMENTARY SCHOOL,COLLIER
ACADEMIR CHARTER SCHOOL OF MATH & SCIENCE,MIAMI-DADE
ACADEMIR CHARTER SCHOOL OF MATH AND SCIENCE,MIAMI-DADE
AUBURNDALE ELEMENTARY SCHOOL,MIAMI-DADE
BEACON COLLEGE PREP MIDDLE SCHOOL,MIAMI-DADE
BEACON COLLEGE PREPARATORY,MIAMI-DADE
BILTMORE SCHOOL,MIAMI-DADE
BRIDGEPREP ACADEMY INTERAMERICAN CAMPUS,MIAMI-DADE
BRIDGEPREP ACADEMY OF GREATER MIAMI,MIAMI-DADE
BRUCIE BALL EDUCATIONAL CENTER,MIAMI-DADE
CAROL CITY ELEMENTARY SCHOOL,MIAMI-DADE
CENTNER ACADEMY - PRESCHOOL,MIAMI-DADE
CHARLES R DREW K-8 CENTER,MIAMI-DADE
COLONIAL CHRISTIAN SCHOOL,MIAMI-DADE
COLONIAL DRIVE ELEMENTARY SCHOOL,MIAMI-DADE
CORAL TERRACE ELEMENTARY SCHOOL,MIAMI-DADE
CUTLER RIDGE CHRISTIAN ACADEMY,MIAMI-DADE
CYPRESS K-8 CENTER,MIAMI-DADE
DAVID FAIRCHILD ELEMENTARY SCHOOL,MIAMI-DADE
DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY,MIAMI-DADE
DOWNTOWN MIAMI CHARTER SCHOOL,MIAMI-DADE
EARLY STEP LEARNING CENTER,MIAMI-DADE
EMERSON ELEMENTARY SCHOOL,MIAMI-DADE
ENEIDA M. HARTNER ELEMENTARY SCHOOL,MIAMI-DADE
GOOD SHEPHERD CATHOLIC SCHOOL,MIAMI-DADE
GREEN SPRINGS HIGH SCHOOL,MIAMI-DADE
HENRY M. FLAGLER ELEMENTARY SCHOOL,MIAMI-DADE
HENRY S. WEST LABORATORY SCHOOL,MIAMI-DADE
HIS HOUSE,MIAMI-DADE
IMATER ACADEMY MIDDLE SCHOOL,MIAMI-DADE
IT'S A SMALL WORLD PRIVATE SCHOOL,MIAMI-DADE
JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY,MIAMI-DADE
KENDALL SQUARE K-8 CENTER,MIAMI-DADE
KENSINGTON PARK ELEMENTARY SCHOOL,MIAMI-DADE
LA SCUOLA,MIAMI-DADE
MATER ACADEMY ELEMENTARY,MIAMI-DADE
MATER ACADEMY LAKES MIDDLE SCHOOL,MIAMI-DADE
MATER ACADEMY OF INTERNATIONAL STUDIES,MIAMI-DADE
MATER EAST ACADEMY MIDDLE SCHOOL,MIAMI-DADE
MATER VIRTUAL ACADEMY,MIAMI-DADE
MIAMI ARTS CHARTER,MIAMI-DADE
MIAMI CAROL CITY SENIOR HIGH,MIAMI-DADE
MIAMI HEIGHTS ELEMENTARY SCHOOL,MIAMI-DADE
MOTHER OF CHRIST CATHOLIC SCHOOL,MIAMI-DADE
NORTH TWIN LAKES ELEMENTARY SCHOOL,MIAMI-DADE
OAK GROVE ELEMENTARY SCHOOL,MIAMI-DADE
PINECREST ACADEMY (NORTH CAMPUS) (MIAMI,MIAMI-DADE
PINECREST ELEMENTARY SCHOOL,MIAMI-DADE
RIVIERA PREPARATORY SCHOOL,MIAMI-DADE
SAINT AGNES ACADEMY,MIAMI-DADE
SAINT JAMES CATHOLIC SCHOOL,MIAMI-DADE
SAINT MARYS CATHEDRAL,MIAMI-DADE
SANTA CLARA ELEMENTARY SCHOOL,MIAMI-DADE
SEMINOLE ELEMENTARY SCHOOL,MIAMI-DADE
SOMERSET ACADEMY BAY MIDDLE SCHOOL,MIAMI-DADE
SOMERSET ACADEMY CHARTER MIDDLE SCHOOL,MIAMI-DADE
SOUTH MIAMI HEIGHTS ELEMENTARY,MIAMI-DADE
"SUNRISE SCHOOL OF MIAMI, INC.",MIAMI-DADE
THE ADVENT SCHOOL ACADEMY LEARNING CENTER,MIAMI-DADE
THE CARRIE BRAZER CENTER,MIAMI-DADE
THE FRENCH AMERICAN SCHOOL OF MIAMI,MIAMI-DADE
THE GROWING PLACE,MIAMI-DADE
THE ROIG ACADEMY,MIAMI-DADE
TOUSSAINT L'OUVERTURE ELEMENTARY,MIAMI-DADE
TREASURE ISLAND ELEMENTARY SCHOOL,MIAMI-DADE
VILLAGE GREEN ELEMENTARY SCHOOL,MIAMI-DADE
VINELAND K-8 CENTER,MIAMI-DADE
W. J. BRYAN ELEMENTARY,MIAMI-DADE
WEST HOMESTEAD K-8 CENTER,MIAMI-DADE
WHISPERING PINES ELEMENTARY SCHOOL,MIAMI-DADE
YOUNG LEADERS ACADEMY K-8,MIAMI-DADE
ASSUMPTION CATHOLIC SCHOOL,DUVAL
CROSSROADS CHRISTIAN SCHOOL ARLINGTON,DUVAL
GRAND PARK CAREER CENTER,DUVAL
PINEDALE ELEMENTARY SCHOOL,DUVAL
SAN JOSE EPISCOPAL DAY SCHOOL,DUVAL
THE POTTER'S HOUSE CHRISTIAN ACADEMY,DUVAL
DIXON SCHOOL OF ARTS AND SCIENCES,ESCAMBIA
JACKIE HARRIS PREPARATORY ACADEMY,ESCAMBIA
MONTESSORI SCHOOL OF PENSACOLA MD CAMPUS,ESCAMBIA
"PENSACOLA BEACH ELEMENTARY SCHOOL, INC",ESCAMBIA
BELLE TERRE ELEMENTARY SCHOOL,FLAGLER
GADSDEN CENTRAL ACADEMY,GADSDEN
HAVANA MAGNET SCHOOL,GADSDEN
CORINTH CHRISTIAN ACADEMY,HAMILTON
HARDEE DISTRICT OFFICE,HARDEE
ESTHER'S SCHOOL INC - SPRING HILL,HERNANDO
SUNCOAST TECHNICAL EDUCATIONAL CENTER - MAIN CAMPUS,HERNANDO
WESTSIDE ELEMENTARY SCHOOL,HERNANDO
ALAFIA ELEMENTARY SCHOOL,HILLSBOROUGH
BUCKHORN ELEMENTARY SCHOOL,HILLSBOROUGH
CAMINITI EXCEPTIONAL CENTER,HILLSBOROUGH
CANNELLA ELEMENTARY SCHOOL,HILLSBOROUGH
CREEKSIDE CHARTER ACADEMY,HILLSBOROUGH
DUNBAR ELEMENTARY MAGNET SCHOOL,HILLSBOROUGH
EXCELSIOR PREP CHARTER SCHOOL,HILLSBOROUGH
FROST ELEMENTARY SCHOOL,HILLSBOROUGH
HARVEST TIME CHRISTIAN SCHOOL,HILLSBOROUGH
LETO ADULT/COMMUNITY CENTER,HILLSBOROUGH
LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY,HILLSBOROUGH
ROLAND PARK K-8 MAGNET SCHOOL,HILLSBOROUGH
SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,HILLSBOROUGH
STEWART MIDDLE MAGNET SCHOOL,HILLSBOROUGH
WALTON ACADEMY,HILLSBOROUGH
WINTHROP COLLEGE PREP ACADEMY,HILLSBOROUGH
GLENDALE CHRISTIAN SCHOOL,INDIAN RIVER
ST. PETER'S ACADEMY,INDIAN RIVER
EAST RIDGE MIDDLE SCHOOL,LAKE
TAVARES MIDDLE SCHOOL,LAKE
CAPE CORAL CHARTER SCHOOL,LEE
DONNA J. BEASLEY TECHNICAL ACADEMY,LEE
FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,LEE
FORT MYERS BEACH ELEMENTARY SCHOOL,LEE
GATEWAY CHARTER ELEMENTARY SCHOOL,LEE
JAMES STEPHENS INTERNATIONAL ACADEMY,LEE
LEE-GULF MIDDLE SCHOOL,LEE
NICAEA ACADEMY OF CAPE CORAL,LEE
SDLC,LEE
SDLC TRANPORTATION,LEE
ANN'S PRESCHOOL AND KINDERGARTEN,LEON
BETHEL CHRISTIAN ACADEMY,LEON
COMMUNITY LEADERSHIP ACADEMY,LEON
LEON - FLORIDA A&M UNIVERSITY DEVELOPMENTAL RESEARCH SCHOOL,LEON
PINEVIEW ELEMENTARY SCHOOL,LEON
LIBERTY COUNTY ADULT SCHOOL,LIBERTY
LEE ELEMENTARY SCHOOL,MADISON
ANNA MARIA ELEMENTARY SCHOOL,MANATEE
ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL,MANATEE
BARBARA A HARVEY ELEMENTARY SCHOOL,MANATEE
BLACKBURN ELEMENTARY SCHOOL,MANATEE
FREEDOM ELEMENTARY SCHOOL,MANATEE
STATE COLLEGE OF FLORIDA COLLEGIATE SCHOOL,MANATEE
BELLEVIEW ELEMENTARY SCHOOL,MARION
EVERGREEN ELEMENTARY SCHOOL,MARION
SAINT JOHN LUTHERAN SCHOOL,MARION
SILVER RIVER MENTORING AND INSTRUCTION,MARION
SOULS HARBOR CHRISTIAN ACADEMY,MARION
MAY SANDS MONTESSORI SCHOOL,MONROE
EGLIN ELEMENTARY SCHOOL,OKALOOSA
ROCKY BAYOU CHRISTIAN SCHOOL CRESTVIEW,OKALOOSA
SOUTHSIDE PRIMARY SCHOOL,OKALOOSA
TRINITY CHRISTIAN PRIVATE SCHOOL,OKEECHOBEE
CONWAY ELEMENTARY,ORANGE
FLORIDA VIRTUAL SCHOOL-DISTRICT OFFICE,ORANGE
GATEWAY,ORANGE
INNOVATION MONTESSORI HIGH CHARTER,ORANGE
KILLARNEY ELEMENTARY,ORANGE
LAKE WHITNEY ELEMENTARY,ORANGE
MOSS PARK ELEMENTARY,ORANGE
OCOEE ELEMENTARY,ORANGE
ORLANDO GIFTED ACADEMY,ORANGE
PRAIRIE LAKE ELEMENTARY,ORANGE
UCP TRANSITIONAL LEARNING ACADEMY HIGH CHARTER,ORANGE
VICTORY CHRISTIAN ACADEMY,ORANGE
WATERBRIDGE ELEMENTARY,ORANGE
WESTBROOKE ELEMENTARY,ORANGE
CITY OF LIFE CHRISTIAN ACADEMY,OSCEOLA
CYPRESS ELEMENTARY SCHOOL,OSCEOLA
DEERWOOD ELEMENTARY SCHOOL,OSCEOLA
HERITAGE CHRISTIAN SCHOOL,OSCEOLA
LIFE ASSEMBLY OF GOD LIFE ACADEMY,OSCEOLA
OSCEOLA TECHNICAL COLLEGE KISSIMMEE CAMPUS,OSCEOLA
REEDY CREEK ELEMENTARY,OSCEOLA
ADULT EDUCATION CENTER OF PALM BEACH,PALM BEACH
ARTHUR I MEYER JEWISH ACADEMY,PALM BEACH
BRIDGES CHRISTIAN LEARNING CENTER INC.,PALM BEACH
ELBRIDGE GALE ELEMENTARY SCHOOL,PALM BEACH
FRENCH SCHOOL OF BOCA RATON LE PETIT PRINCE,PALM BEACH
JUPITER ELEMENTARY SCHOOL,PALM BEACH
NORTH GRADE ELEMENTARY SCHOOL,PALM BEACH
NORTHBORO ELEMENTARY SCHOOL,PALM BEACH
OLYMPIC HEIGHTS ADULT EDUCATION CENTER,PALM BEACH
OXBRIDGE ACADEMY OF THE PALM BEACHES,PALM BEACH
PINE CREST SCHOOL,PALM BEACH
RENAISSANCE CHARTER SCHOOL AT CYPRESS,PALM BEACH
RENAISSANCE CHARTER SCHOOL AT WELLINGTON,PALM BEACH
RENAISSANCE CHARTER SCHOOL AT WEST PALM BEACH,PALM BEACH
ROOSEVELT ELEMENTARY SCHOOL,PALM BEACH
ROSENWALD ELEMENTARY SCHOOL,PALM BEACH
SAINT VINCENT FERRER,PALM BEACH
SCORE AT THE TOP BOCA RATON,PALM BEACH
SEMINOLE TRAILS ELEMENTARY SCHOOL,PALM BEACH
SLAM ACADEMY HIGH SCHOOL PALM BEACH,PALM BEACH
SOMERSET ACADEMY LAKES,PALM BEACH
SOMERSET ACADEMY OF THE ARTS,PALM BEACH
UNIVERSITY PREPARATORY ACADEMY PALM BEACH,PALM BEACH
WEST PALM BEACH JUNIOR ACADEMY,PALM BEACH
INNOVATION PREPARATORY ACADEMY,PASCO
JAMES M. MARLOWE ELEMENTARY SCHOOL,PASCO
MOON LAKE ELEMENTARY SCHOOL,PASCO
ANONA ELEMENTARY SCHOOL,PINELLAS
BELCHER ELEMENTARY SCHOOL,PINELLAS
CAMPBELL PARK ELEMENTARY SCHOOL,PINELLAS
COVENANT ACADEMY,PINELLAS
HOLY FAMILY,PINELLAS
MONTESSORI BY THE SEA,PINELLAS
NINA HARRIS ESE CENTER,PINELLAS
ORANGE GROVE ELEMENTARY SCHOOL,PINELLAS
PINELLAS CENTRAL ELEMENTARY SCHOOL,PINELLAS
PINELLAS SECONDARY SCHOOL,PINELLAS
SAINT PAUL'S SCHOOL,PINELLAS
SKYCREST ELEMENTARY SCHOOL,PINELLAS
SUNSET HILLS ELEMENTARY SCHOOL,PINELLAS
CLEVELAND COURT ELEMENTARY SCHOOL,POLK
ELBERT ELEMENTARY SCHOOL,POLK
GIBBONS STREET PK CENTER,POLK
GRAND ACADEMY,POLK
POLK CITY ELEMENTARY SCHOOL,POLK
SLEEPY HILL MIDDLE SCHOOL,POLK
WAHNETA ELEMENTARY SCHOOL,POLK
CRESCENT CITY CHRISTIAN ACADEMY,PUTNAM
MELLON ELEMENTARY SCHOOL,PUTNAM
SANTA ROSA DISTRICT OFFICE,SANTA ROSA
COMMUNITY DAY SCHOOL,SARASOTA
SAINT MARTHA,SARASOTA
FOREST LAKE EDUCATION CENTER,SEMINOLE
SEMINOLE SCIENCE CHARTER SCHOOL,SEMINOLE
STENSTROM ELEMENTARY SCHOOL,SEMINOLE
TURNING POINT CHRISTIAN ACADEMY,ST. JOHNS
CALVARY CHRISTIAN ACADEMY,ST. LUCIE
CHESTER A. MOORE ELEMENTARY SCHOOL,ST. LUCIE
INDEPENDENCE CLASSICAL ACADEMY,ST. LUCIE
ACADEMIR CHARTER SCHOOL OF MATH & SCIENCE,UNKNOWN
ALONZO AND TRACY MOURNING,UNKNOWN
BAPTIST EARLY LEARNING CENTER,UNKNOWN
BROWARD - NANA'S PRESCHOOL AND LEARNING CENTER,UNKNOWN
BURNETT MIDDLE SCHOOL,UNKNOWN
CENTRAL BAPTIST CHRISTIAN SCHOOL,UNKNOWN
COLBERT ELEMENTARY,UNKNOWN
DADE - GULLIVER PREPARATORY,UNKNOWN
DADE - THE CUSHMAN SCHOOL,UNKNOWN
EASTSIDE ELEMENTARY SCHOOL,UNKNOWN
GIFFORD YOUTH ACHIVEMENT CENTER,UNKNOWN
HARTSFIELD ELEMENTARY SCHOOL,UNKNOWN
KEY BISCAYNE PRESBYTERIAN SCHOOL,UNKNOWN
KIDDIE ACADEMY,UNKNOWN
LEARNING GATE COMMUNITY SCHOOL,UNKNOWN
LEE COUNTY SCHOOL DISTRICT,UNKNOWN
MATER ACADEMY BAY,UNKNOWN
MIAMI DADE COUNTY MAINTENCE FOR PUBLIC SCHOOLS,UNKNOWN
MIAMI-DADE - SOMERSET ACADEMY AT SILVER PALMS,UNKNOWN
NEW VILLAGE ACADEMY,UNKNOWN
PALMS WEST CHARTYER,UNKNOWN
PASCO QUALE HOLLOW,UNKNOWN
RANSOM EVERGLADES SCHOOL,UNKNOWN
SAN CHRISTOPHER BY THE SEA,UNKNOWN
SHALOM MONTESSORI SCHOOL,UNKNOWN
SOMERSET KENDALL GRADE SCHOOL,UNKNOWN
TEMPLE BEST SHILOM,UNKNOWN
THE ARMRY,UNKNOWN
THE BILTMORE SCHOOL,UNKNOWN
VENICE NAZARENE,UNKNOWN
ALPHA LEARNING ACADEMY,VOLUSIA
PORT ORANGE ELEMENTARY SCHOOL,VOLUSIA
R. J. LONGSTREET ELEMENTARY SCHOOL,VOLUSIA
WAKULLA DISTRICT OFFICE,WAKULLA
MOSSY HEAD SCHOOL,WALTON
FLORIDA PANHANDLE TECHNICAL COLLEGE,WASHINGTON
KATE SMITH ELEM,WASHINGTON
WASHINGTON DISTRICT OFFICE,WASHINGTON
FLORIDA CAREER COLLEGE - LAUDERDALE LAKES,BROWARD
KEISER UNIVERSITY - PEMBROKE PINES CAMPUS,BROWARD
FLORIDA SOUTHWESTERN STATE COLLEGE- CHARLOTTE COUNTY CAMPUS,CHARLOTTE
FLORIDA NATIONAL UNIVERSITY,MIAMI-DADE
KEISER UNIVERSITY - MIAMI CAMPUS,MIAMI-DADE
NOVA SE UNIVERSITY: KENDALL CAMPUS,MIAMI-DADE
UNIVERSITY OF ST AUGUSTINE,MIAMI-DADE
PENSACOLA STATE COLLEGE- WARRINGTON CAMPUS,ESCAMBIA
DAYTONA STATE COLLEGE- FLAGLER/PALM COAST CAMPUS,FLAGLER
THE BAPTIST COLLEGE OF FLORIDA,JACKSON
AVIATOR COLLEGE,ST. LUCIE
ACADEMY FOR NURSING AND HEALTH,UNKNOWN
ADF AITWAY,UNKNOWN
